,name,forward [log2(rna/dna)],reverse [log2(rna/dna)],chr.hg38,start.hg38,stop.hg38
820,ENSG00000088320,0.603,0.485,20,31475189.0,31475389.0
822,ENSG00000088325,3.063,1.738,20,31739087.0,31739287.0
824,ENSG00000088448,-0.647,-0.173,13,110914889.0,110915089.0
826,ENSG00000088726,-1.718,-1.322,3,12759136.0,12759336.0
828,ENSG00000088832,-1.608,-0.384,20,1392916.0,1393116.0
830,ENSG00000088926,-0.557,0.118,4,186265776.0,186265976.0
832,ENSG00000088930,1.476,2.367,20,21303182.0,21303382.0
834,ENSG00000089009,-1.525,-0.771,12,112409057.0,112409257.0
836,ENSG00000089050,0.749,0.899,20,18497156.0,18497356.0
838,ENSG00000089060,0.621,1.005,12,113335005.0,113335205.0
840,ENSG00000089091,0.515,-0.15,20,18467036.0,18467236.0
842,ENSG00000089101,0.722,1.443,20,20052396.0,20052596.0
844,ENSG00000089123,1.375,2.273,20,13638903.0,13639103.0
846,ENSG00000089157,1.918,-0.68,12,120201007.0,120201207.0
848,ENSG00000089169,-1.523,-1.133,12,112570361.0,112570561.0
850,ENSG00000089177,-0.646,-0.723,20,16573216.0,16573416.0
852,ENSG00000089220,0.047,-1.532,12,118135945.0,118136145.0
854,ENSG00000089225,-1.475,-1.427,12,114405664.0,114405864.0
856,ENSG00000089250,-0.966,-1.263,12,117330974.0,117331174.0
858,ENSG00000089289,-0.133,0.479,X,70133260.0,70133460.0
860,ENSG00000089327,-1.447,-0.887,19,35154648.0,35154848.0
862,ENSG00000089486,-0.563,-1.244,16,4538749.0,4538949.0
864,ENSG00000089639,-0.596,-1.023,19,19643450.0,19643650.0
866,ENSG00000089682,0.174,0.965,X,107118740.0,107118940.0
868,ENSG00000089693,1.642,1.621,12,6753044.0,6753244.0
870,ENSG00000089723,2.097,1.994,14,94026194.0,94026394.0
872,ENSG00000089737,1.997,1.946,14,94081154.0,94081354.0
874,ENSG00000089916,2.841,2.386,14,76151777.0,76151977.0
876,ENSG00000090054,2.457,2.525,9,92115276.0,92115476.0
878,ENSG00000090060,3.178,1.47,14,96502253.0,96502453.0
880,ENSG00000090061,2.47,2.638,14,99481316.0,99481516.0
882,ENSG00000090316,2.313,1.959,4,1289794.0,1289994.0
884,ENSG00000090339,0.744,0.773,19,10270924.0,10271124.0
886,ENSG00000090376,-2.119,-1.959,12,66189118.0,66189318.0
888,ENSG00000090470,0.384,0.77,15,65133772.0,65133972.0
890,ENSG00000090512,-1.83,-1.142,3,186640259.0,186640459.0
892,ENSG00000090520,-0.655,0.376,3,186570605.0,186570805.0
894,ENSG00000090534,0.018,0.711,3,184378102.0,184378302.0
896,ENSG00000090565,0.124,0.645,16,425535.0,425735.0
898,ENSG00000090674,1.685,1.485,19,7522464.0,7522664.0
900,ENSG00000090686,-1.23,-1.738,1,21782929.0,21783129.0
902,ENSG00000090861,-0.16,1.527,16,70289487.0,70289687.0
904,ENSG00000090863,1.53,0.668,16,74607032.0,74607232.0
906,ENSG00000090975,-0.38,-0.915,12,123075623.0,123075823.0
908,ENSG00000091009,1.419,1.538,5,146203505.0,146203705.0
910,ENSG00000091010,-1.182,-1.039,5,146338938.0,146339138.0
912,ENSG00000091073,-1.168,-2.076,7,76461655.0,76461855.0
914,ENSG00000091137,-1.995,-1.532,7,107660695.0,107660895.0
916,ENSG00000091140,1.169,1.054,7,107891025.0,107891225.0
918,ENSG00000091157,-0.464,0.512,18,56651169.0,56651369.0
920,ENSG00000091436,-1.634,-0.612,2,173075763.0,173075963.0
922,ENSG00000091483,-0.968,0.374,1,241519633.0,241519833.0
924,ENSG00000091513,-1.837,-1.293,3,133746292.0,133746492.0
926,ENSG00000091542,-1.373,-0.686,17,18183010.0,18183210.0
928,ENSG00000091651,0.808,0.643,16,46689570.0,46689770.0
930,ENSG00000091732,2.329,1.09,7,130051320.0,130051520.0
932,ENSG00000091947,1.905,0.984,17,44014902.0,44015102.0
934,ENSG00000092010,1.794,1.752,14,24136021.0,24136221.0
936,ENSG00000092108,3.389,2.981,14,30622164.0,30622364.0
938,ENSG00000092140,1.262,1.351,14,30558974.0,30559174.0
940,ENSG00000092199,0.562,-0.334,14,21269291.0,21269491.0
942,ENSG00000092203,2.195,2.031,14,21476991.0,21477191.0
944,ENSG00000092529,-1.032,-0.406,15,42404592.0,42404792.0
946,ENSG00000092841,1.495,1.56,12,56158206.0,56158406.0
948,ENSG00000092847,1.823,0.264,1,35883049.0,35883249.0
950,ENSG00000092929,-0.72,-1.875,17,75844149.0,75844349.0
952,ENSG00000092964,1.506,0.778,8,26577754.0,26577954.0
954,ENSG00000093010,0.703,-0.425,22,19962397.0,19962597.0
956,ENSG00000094914,1.937,0.589,12,53321516.0,53321716.0
958,ENSG00000094963,-1.558,-0.987,1,171185147.0,171185347.0
960,ENSG00000095059,2.034,1.702,19,12681806.0,12682006.0
962,ENSG00000095319,1.905,1.644,9,128947521.0,128947721.0
964,ENSG00000095397,-0.935,-1.402,9,114505315.0,114505515.0
966,ENSG00000095564,1.669,1.418,10,91923643.0,91923843.0
968,ENSG00000095587,-0.672,-0.632,10,96513698.0,96513898.0
970,ENSG00000095637,0.834,1.702,10,95561363.0,95561563.0
972,ENSG00000095777,-1.45,-0.805,10,25934177.0,25934377.0
974,ENSG00000095906,0.01,0.578,16,1782864.0,1783064.0
976,ENSG00000095917,0.536,0.792,16,1255974.0,1256174.0
978,ENSG00000095932,-2.207,-1.951,19,3480423.0,3480623.0
980,ENSG00000095981,-1.89,-2.013,6,39322464.0,39322664.0
982,ENSG00000096063,2.517,0.75,6,35921043.0,35921243.0
984,ENSG00000096088,-0.973,-1.578,6,41747297.0,41747497.0
986,ENSG00000096093,0.272,1.821,6,52420162.0,52420362.0
988,ENSG00000096264,-1.398,-0.717,6,41335665.0,41335865.0
990,ENSG00000096696,-0.795,-0.997,6,7541486.0,7541686.0
992,ENSG00000096968,-0.706,0.391,9,4985090.0,4985290.0
994,ENSG00000097033,0.651,-1.735,1,86704478.0,86704678.0
996,ENSG00000097046,0.975,-0.167,1,91500762.0,91500962.0
998,ENSG00000099219,0.426,-0.216,9,5833060.0,5833260.0
1000,ENSG00000099282,2.717,1.872,10,69451314.0,69451514.0
1002,ENSG00000099284,-0.826,-0.298,10,70052704.0,70052904.0
1004,ENSG00000099290,1.237,0.862,10,50067800.0,50068000.0
1006,ENSG00000099338,1.611,1.249,19,38336320.0,38336520.0
1008,ENSG00000099341,1.809,2.278,19,38374677.0,38374877.0
1010,ENSG00000099364,-1.48,-1.469,16,30923003.0,30923203.0
1012,ENSG00000099381,0.171,0.125,16,30957200.0,30957400.0
1014,ENSG00000099624,2.243,1.224,19,1241581.0,1241781.0
1016,ENSG00000099769,-2.81,-2.288,16,1793601.0,1793801.0
1018,ENSG00000099783,1.358,0.369,19,8444879.0,8445079.0
1020,ENSG00000099785,2.229,0.984,19,8413076.0,8413276.0
1022,ENSG00000099800,2.527,1.947,19,2427522.0,2427722.0
1024,ENSG00000099875,1.645,1.574,19,2051231.0,2051431.0
1026,ENSG00000099949,1.771,1.913,22,20982151.0,20982351.0
1028,ENSG00000099960,0.239,-0.207,22,21032463.0,21032663.0
1030,ENSG00000099968,-0.404,0.287,22,17638534.0,17638734.0
1032,ENSG00000099974,-0.171,-2.752,22,23966807.0,23967007.0
1034,ENSG00000099977,2.102,1.089,22,23974399.0,23974599.0
1036,ENSG00000099984,0.153,-0.292,22,23980033.0,23980233.0
1038,ENSG00000100023,1.558,0.581,22,21665881.0,21666081.0
1040,ENSG00000100030,1.789,2.075,22,21867660.0,21867860.0
1042,ENSG00000100031,0.921,0.923,22,24603101.0,24603301.0
1044,ENSG00000100053,-0.357,-1.698,22,25199757.0,25199957.0
1046,ENSG00000100056,1.287,0.966,22,19144563.0,19144763.0
1048,ENSG00000100079,-1.085,-1.376,22,37579853.0,37580053.0
1050,ENSG00000100100,1.285,0.354,22,31292404.0,31292604.0
1052,ENSG00000100104,2.164,2.233,22,26483674.0,26483874.0
1054,ENSG00000100109,0.555,1.665,22,26512374.0,26512574.0
1056,ENSG00000100121,-0.504,-0.337,22,22644460.0,22644660.0
1058,ENSG00000100124,-1.093,0.442,22,37844225.0,37844425.0
1060,ENSG00000100129,1.717,1.781,22,37849263.0,37849463.0
1062,ENSG00000100138,0.736,0.88,22,41688786.0,41688986.0
1064,ENSG00000100191,-1.323,-0.93,22,32255246.0,32255446.0
1066,ENSG00000100211,1.629,0.929,22,38656557.0,38656757.0
1068,ENSG00000100219,1.16,1.3,22,28800438.0,28800638.0
1070,ENSG00000100227,0.769,0.706,22,42614758.0,42614958.0
1072,ENSG00000100228,0.624,-0.504,22,23145245.0,23145445.0
1074,ENSG00000100234,2.408,1.285,22,32801534.0,32801734.0
1076,ENSG00000100263,-1.953,-1.885,22,29267626.0,29267826.0
1078,ENSG00000100294,1.135,1.513,22,43143344.0,43143544.0
1080,ENSG00000100302,-1.604,-1.656,22,35540780.0,35540980.0
1082,ENSG00000100312,-1.614,-0.932,22,50738116.0,50738316.0
1084,ENSG00000100319,-2.265,-0.122,22,29766811.0,29767011.0
1086,ENSG00000100324,2.22,2.943,22,39399635.0,39399835.0
1088,ENSG00000100325,2.839,1.975,22,29838271.0,29838471.0
1090,ENSG00000100344,1.088,1.017,22,43923660.0,43923860.0
1092,ENSG00000100387,2.31,1.484,22,40951186.0,40951386.0
1094,ENSG00000100399,-1.771,-1.743,22,41240916.0,41241116.0
1096,ENSG00000100401,-1.323,-1.13,22,41286097.0,41286297.0
1098,ENSG00000100433,-1.697,-0.747,14,88270750.0,88270950.0
1100,ENSG00000100439,1.193,0.588,14,22598191.0,22598391.0
1102,ENSG00000100448,-1.305,-1.6,14,24576149.0,24576349.0
1104,ENSG00000100453,-1.456,-1.35,14,24634089.0,24634289.0
1106,ENSG00000100478,-1.452,-1.254,14,31025435.0,31025635.0
1108,ENSG00000100479,0.783,1.944,14,49688172.0,49688372.0
1110,ENSG00000100505,1.278,1.047,14,51095122.0,51095322.0
1112,ENSG00000100522,-1.127,-1.229,14,52791462.0,52791662.0
1114,ENSG00000100526,2.21,1.475,14,54396792.0,54396992.0
1116,ENSG00000100528,1.789,0.784,14,54441322.0,54441522.0
1118,ENSG00000100565,-0.994,-1.222,14,76826307.0,76826507.0
1120,ENSG00000100567,2.136,1.776,14,58244702.0,58244902.0
1122,ENSG00000100568,-1.724,-1.426,14,67674517.0,67674717.0
1124,ENSG00000100580,0.853,1.039,14,77376997.0,77377197.0
1126,ENSG00000100591,1.021,0.851,14,77457979.0,77458179.0
1128,ENSG00000100592,1.095,1.455,14,59188512.0,59188712.0
1130,ENSG00000100596,-1.939,-0.943,14,77616484.0,77616684.0
1132,ENSG00000100604,0.135,1.43,14,92923049.0,92923249.0
1134,ENSG00000100628,-1.255,-1.429,14,93956850.0,93957050.0
1136,ENSG00000100644,-0.01,-1.039,14,61695445.0,61695645.0
1138,ENSG00000100650,1.977,0.898,14,69766963.0,69767163.0
1140,ENSG00000100664,0.246,-0.676,14,103334111.0,103334311.0
1142,ENSG00000100722,2.117,2.036,14,88562876.0,88563076.0
1144,ENSG00000100802,1.716,-0.056,14,23010041.0,23010241.0
1146,ENSG00000100813,2.402,0.024,14,23095032.0,23095232.0
1148,ENSG00000100815,2.062,1.475,14,92040016.0,92040216.0
1150,ENSG00000100865,2.874,0.285,14,102362843.0,102363043.0
1152,ENSG00000100867,-0.024,-0.437,14,23636351.0,23636551.0
1154,ENSG00000100884,-0.394,-1.123,14,24070809.0,24071009.0
1156,ENSG00000100897,1.404,1.963,14,24114704.0,24114904.0
1158,ENSG00000100916,1.45,1.776,14,35826154.0,35826354.0
1160,ENSG00000100968,-0.945,-0.697,14,24366882.0,24367082.0
1162,ENSG00000100983,1.925,0.761,20,34955767.0,34955967.0
1164,ENSG00000100987,-1.193,-1.593,20,25082040.0,25082240.0
1166,ENSG00000101049,-1.88,-1.55,20,43558882.0,43559082.0
1168,ENSG00000101076,-1.482,-1.403,20,44355550.0,44355750.0
1170,ENSG00000101096,-2.298,-2.453,20,51542281.0,51542481.0
1172,ENSG00000101138,-1.376,-2.075,20,56392354.0,56392554.0
1174,ENSG00000101146,0.764,0.611,20,57351084.0,57351284.0
1176,ENSG00000101150,1.278,0.4,20,63865177.0,63865377.0
1178,ENSG00000101152,0.81,1.433,20,63894927.0,63895127.0
1180,ENSG00000101161,1.433,0.813,20,63980967.0,63981167.0
1182,ENSG00000101162,-1.036,0.237,20,59019285.0,59019485.0
1184,ENSG00000101181,1.102,1.879,20,62182864.0,62183064.0
1186,ENSG00000101187,1.527,1.631,20,62642278.0,62642478.0
1188,ENSG00000101197,-1.714,-2.079,20,63235788.0,63235988.0
1190,ENSG00000101198,-1.062,-0.833,20,63253227.0,63253427.0
1192,ENSG00000101199,2.863,1.701,20,63272678.0,63272878.0
1194,ENSG00000101203,-0.475,-0.681,20,63293102.0,63293302.0
1196,ENSG00000101213,-1.551,-2.135,20,63537239.0,63537439.0
1198,ENSG00000101216,-0.912,-1.016,20,63604760.0,63604960.0
1200,ENSG00000101222,0.09,0.584,20,3781403.0,3781603.0
1202,ENSG00000101230,0.385,0.868,20,13221673.0,13221873.0
1204,ENSG00000101251,-0.294,0.765,20,13990513.0,13990713.0
1206,ENSG00000101255,-0.791,-0.829,20,380706.0,380906.0
1208,ENSG00000101266,-0.289,-0.911,20,543611.0,543811.0
1210,ENSG00000101276,-0.679,-0.134,20,768355.0,768555.0
1212,ENSG00000101306,-1.083,-1.592,20,31819207.0,31819407.0
1214,ENSG00000101310,1.407,2.163,20,18507426.0,18507626.0
1216,ENSG00000101327,-0.826,-0.819,20,1993617.0,1993817.0
1218,ENSG00000101342,-1.658,-0.87,20,36875967.0,36876167.0
1220,ENSG00000101350,1.946,1.409,20,32277507.0,32277707.0
1222,ENSG00000101363,1.417,1.695,20,37289497.0,37289697.0
1224,ENSG00000101365,1.699,1.513,20,2664194.0,2664394.0
1226,ENSG00000101367,2.008,1.431,20,32819744.0,32819944.0
1228,ENSG00000101405,-2.199,-1.084,20,3071521.0,3071721.0
1230,ENSG00000101417,-1.22,-1.302,20,33720116.0,33720316.0
1232,ENSG00000101421,1.896,2.096,20,33811104.0,33811304.0
1234,ENSG00000101439,-1.277,-1.899,20,23637838.0,23638038.0
1236,ENSG00000101445,0.302,1.235,20,38805607.0,38805807.0
1238,ENSG00000101446,-1.93,-0.733,20,45515521.0,45515721.0
1240,ENSG00000101447,0.21,-0.199,20,38926231.0,38926431.0
1242,ENSG00000101460,-0.786,-0.825,20,34546744.0,34546944.0
1244,ENSG00000101670,1.746,1.757,18,49561890.0,49562090.0
1246,ENSG00000101695,-1.29,-1.305,18,32018359.0,32018559.0
1248,ENSG00000101751,0.997,0.349,18,54269370.0,54269570.0
1250,ENSG00000101773,0.442,0.52,18,22933187.0,22933387.0
1252,ENSG00000101811,1.062,1.657,X,100820211.0,100820411.0
1254,ENSG00000101843,0.372,-0.362,X,108091439.0,108091639.0
1256,ENSG00000101844,1.901,2.304,X,108091570.0,108091770.0
1258,ENSG00000101846,-1.447,-1.251,X,7219348.0,7219548.0
1260,ENSG00000101868,0.675,-1.371,X,24693819.0,24694019.0
1262,ENSG00000101882,-3.175,-1.416,X,119943510.0,119943710.0
1264,ENSG00000101888,1.418,1.534,X,109537061.0,109537261.0
1266,ENSG00000101901,1.807,1.484,X,111681052.0,111681252.0
1268,ENSG00000101935,1.476,0.333,X,110317982.0,110318182.0
1270,ENSG00000101940,2.099,0.509,X,48597362.0,48597562.0
1272,ENSG00000101945,2.696,2.213,X,48696549.0,48696749.0
1274,ENSG00000101966,-0.879,0.489,X,123859920.0,123860120.0
1276,ENSG00000101986,-1.791,-1.587,X,153724910.0,153725110.0
1278,ENSG00000101997,1.181,1.006,X,49235320.0,49235520.0
1280,ENSG00000102032,-1.221,-1.22,X,153944513.0,153944713.0
1282,ENSG00000102043,1.993,1.711,X,64395342.0,64395542.0
1284,ENSG00000102078,1.586,0.932,X,130339806.0,130340006.0
1286,ENSG00000102081,2.04,1.896,X,147911742.0,147911942.0
1288,ENSG00000102096,-0.351,-1.329,X,48918923.0,48919123.0
1290,ENSG00000102100,1.898,1.482,X,48911603.0,48911803.0
1292,ENSG00000102119,1.025,-0.151,X,154379168.0,154379368.0
1294,ENSG00000102125,1.385,2.026,X,154411463.0,154411663.0
1296,ENSG00000102158,-0.075,-0.125,X,77895338.0,77895538.0
1298,ENSG00000102195,-0.524,-1.585,X,151176586.0,151176786.0
1300,ENSG00000102225,-0.015,-0.341,X,47218571.0,47218771.0
1302,ENSG00000102226,0.07,-0.505,X,47232861.0,47233061.0
1304,ENSG00000102271,0.103,0.273,X,87517697.0,87517897.0
1306,ENSG00000102287,1.066,0.302,X,151974578.0,151974778.0
1308,ENSG00000102309,2.284,2.796,X,72181530.0,72181730.0
1310,ENSG00000102317,-0.268,-0.308,X,48574416.0,48574616.0
1312,ENSG00000102383,-1.714,-2.324,X,75522930.0,75523130.0
1314,ENSG00000102390,1.825,0.766,X,76172955.0,76173155.0
1316,ENSG00000102401,2.072,0.787,X,101623020.0,101623220.0
1318,ENSG00000102409,0.361,-0.016,X,103215017.0,103215217.0
1320,ENSG00000102531,1.378,1.373,13,49110174.0,49110374.0
1322,ENSG00000102547,1.165,0.593,13,49444034.0,49444234.0
1324,ENSG00000102580,-0.333,1.034,13,95677044.0,95677244.0
1326,ENSG00000102683,-1.286,-1.105,13,23180834.0,23181034.0
1328,ENSG00000102699,-0.036,1.95,13,24512662.0,24512862.0
1330,ENSG00000102805,0.641,-0.295,13,76991945.0,76992145.0
1332,ENSG00000102837,-1.056,-0.754,13,53028677.0,53028877.0
1334,ENSG00000102854,-1.613,-2.125,16,760745.0,760945.0
1336,ENSG00000102879,0.327,0.27,16,30183429.0,30183629.0
1338,ENSG00000102886,-0.782,-1.048,16,30113437.0,30113637.0
1340,ENSG00000102904,-1.521,-1.945,16,67806803.0,67807003.0
1342,ENSG00000102970,-0.623,-2.232,16,57404701.0,57404901.0
1344,ENSG00000102978,2.398,0.085,16,57462538.0,57462738.0
1346,ENSG00000103005,0.749,0.871,16,58001226.0,58001426.0
1348,ENSG00000103021,0.878,0.995,16,58249866.0,58250066.0
1350,ENSG00000103035,0.24,-0.186,16,74296652.0,74296852.0
1352,ENSG00000103043,0.488,-0.5,16,70800974.0,70801174.0
1354,ENSG00000103061,2.044,0.207,16,68310867.0,68311067.0
1356,ENSG00000103067,-0.578,-0.943,16,68236012.0,68236212.0
1358,ENSG00000103121,-1.744,-2.911,16,81006659.0,81006859.0
1360,ENSG00000103174,0.738,1.695,16,5033849.0,5034049.0
1362,ENSG00000103184,-1.209,0.693,16,4958221.0,4958421.0
1364,ENSG00000103197,1.697,1.715,16,2047779.0,2047979.0
1366,ENSG00000103199,0.105,0.968,16,4767062.0,4767262.0
1368,ENSG00000103245,2.258,2.45,16,740910.0,741110.0
1370,ENSG00000103342,-1.105,-1.838,16,11915816.0,11916016.0
1372,ENSG00000103343,1.919,1.968,16,3401010.0,3401210.0
1374,ENSG00000103353,1.785,2.247,16,23557582.0,23557782.0
1376,ENSG00000103355,-1.63,-0.979,16,2786594.0,2786794.0
1378,ENSG00000103356,-0.785,-0.231,16,23557249.0,23557449.0
1380,ENSG00000103365,0.598,0.837,16,23510419.0,23510619.0
1382,ENSG00000103381,1.374,1.61,16,12803793.0,12803993.0
1384,ENSG00000103496,0.959,0.679,16,31033349.0,31033549.0
1386,ENSG00000103507,2.058,1.396,16,31108209.0,31108409.0
1388,ENSG00000103512,1.01,1.052,16,14833665.0,14833865.0
1390,ENSG00000103522,2.951,2.214,16,27427099.0,27427299.0
1392,ENSG00000103544,0.582,-0.049,16,19555612.0,19555812.0
1394,ENSG00000103546,-1.114,-1.045,16,55655880.0,55656080.0
1396,ENSG00000103657,-1.133,-1.333,15,63833780.0,63833980.0
1398,ENSG00000103671,0.869,1.218,15,64387641.0,64387841.0
1400,ENSG00000103769,1.797,2.619,15,65869372.0,65869572.0
1402,ENSG00000103932,0.928,2.103,15,41544182.0,41544382.0
1404,ENSG00000103966,0.564,0.554,15,41972459.0,41972659.0
1406,ENSG00000103995,-1.713,-1.316,15,48810917.0,48811117.0
1408,ENSG00000104044,-0.424,-1.25,15,28099182.0,28099382.0
1410,ENSG00000104055,-1.073,-1.283,15,43260498.0,43260698.0
1412,ENSG00000104093,-1.752,-1.138,15,51622468.0,51622668.0
1414,ENSG00000104140,-0.181,0.39,15,40874130.0,40874330.0
1416,ENSG00000104147,1.767,1.464,15,41332477.0,41332677.0
1418,ENSG00000104164,0.518,0.869,15,45587152.0,45587352.0
1420,ENSG00000104218,1.924,0.098,8,67064245.0,67064445.0
1422,ENSG00000104299,1.023,0.169,8,28889849.0,28890049.0
1424,ENSG00000104312,1.361,0.939,8,89757682.0,89757882.0
1426,ENSG00000104321,-0.881,-1.163,8,72075483.0,72075683.0
1428,ENSG00000104365,0.219,1.53,8,42271202.0,42271402.0
1430,ENSG00000104368,-0.67,-0.861,8,42207464.0,42207664.0
1432,ENSG00000104371,-1.5,-1.155,8,42377129.0,42377329.0
1434,ENSG00000104375,-1.036,-1.563,8,98825512.0,98825712.0
1436,ENSG00000104381,-0.823,-0.591,8,74350365.0,74350565.0
1438,ENSG00000104413,0.487,0.211,8,94641017.0,94641217.0
1440,ENSG00000104415,-1.052,-0.672,8,133190938.0,133191138.0
1442,ENSG00000104427,1.305,1.234,8,78665905.0,78666105.0
1444,ENSG00000104442,-0.722,-1.772,8,65634031.0,65634231.0
1446,ENSG00000104472,2.107,2.662,8,140511228.0,140511428.0
1448,ENSG00000104499,-1.324,-2.07,8,142834167.0,142834367.0
1450,ENSG00000104517,-1.084,-0.716,8,102412488.0,102412688.0
1452,ENSG00000104518,0.239,1.199,8,143558250.0,143558450.0
1454,ENSG00000104522,-0.235,-0.712,8,143617372.0,143617572.0
1456,ENSG00000104660,-0.375,0.597,8,30095364.0,30095564.0
1458,ENSG00000104689,-0.538,0.509,8,23225037.0,23225237.0
1460,ENSG00000104765,1.885,1.218,8,26382894.0,26383094.0
1462,ENSG00000104808,0.541,0.49,19,48933483.0,48933683.0
1464,ENSG00000104824,2.58,1.527,19,38849858.0,38850058.0
1466,ENSG00000104827,-1.261,-2.472,19,49024052.0,49024252.0
1468,ENSG00000104835,1.877,2.781,19,38930750.0,38930950.0
1470,ENSG00000104852,1.379,0.896,19,49085325.0,49085525.0
1472,ENSG00000104856,0.711,1.336,19,45001232.0,45001432.0
1474,ENSG00000104866,1.77,1.909,19,45092762.0,45092962.0
1476,ENSG00000104886,-1.029,-1.612,19,2236167.0,2236367.0
1478,ENSG00000104889,2.195,1.073,19,12806426.0,12806626.0
1480,ENSG00000104894,-0.909,-1.711,19,49335131.0,49335331.0
1482,ENSG00000104901,-0.012,-0.444,19,49363724.0,49363924.0
1484,ENSG00000104918,-0.809,-0.941,19,7668953.0,7669153.0
1486,ENSG00000104951,-1.058,-1.29,19,49929423.0,49929623.0
1488,ENSG00000104983,0.934,0.5,19,45995361.0,45995561.0
1490,ENSG00000105011,-0.141,-0.088,19,14136486.0,14136686.0
1492,ENSG00000105048,-1.638,-1.992,19,55146769.0,55146969.0
1494,ENSG00000105072,1.569,0.782,19,16496189.0,16496389.0
1496,ENSG00000105127,2.04,0.865,19,15379779.0,15379979.0
1498,ENSG00000105141,-1.589,-1.368,19,15049346.0,15049546.0
1500,ENSG00000105146,0.899,0.508,19,57230903.0,57231103.0
1502,ENSG00000105193,1.019,-0.072,19,39435815.0,39436015.0
1504,ENSG00000105223,1.048,1.84,19,40348463.0,40348663.0
1506,ENSG00000105248,2.189,2.175,19,4246923.0,4247123.0
1508,ENSG00000105258,0.341,-1.865,19,36114790.0,36114990.0
1510,ENSG00000105261,-1.449,-1.978,19,36111076.0,36111276.0
1512,ENSG00000105270,-1.756,-1.645,19,36032277.0,36032477.0
1514,ENSG00000105298,1.097,0.6,19,3626686.0,3626886.0
1516,ENSG00000105341,2.829,0.817,19,41439885.0,41440085.0
1518,ENSG00000105357,0.889,1.306,19,50203530.0,50203730.0
1520,ENSG00000105369,-1.639,-1.695,19,41877015.0,41877215.0
1522,ENSG00000105370,-1.975,-1.197,19,51387839.0,51388039.0
1524,ENSG00000105372,1.693,2.003,19,41859650.0,41859850.0
1526,ENSG00000105376,-0.4,-2.134,19,10289884.0,10290084.0
1528,ENSG00000105401,2.115,0.413,19,10403514.0,10403714.0
1530,ENSG00000105402,0.617,1.003,19,47514923.0,47515123.0
1532,ENSG00000105438,0.795,0.193,19,48391483.0,48391683.0
1534,ENSG00000105447,-0.365,1.249,19,48445763.0,48445963.0
1536,ENSG00000105483,-0.61,-0.122,19,48255823.0,48256023.0
1538,ENSG00000105486,-0.949,0.958,19,48170180.0,48170380.0
1540,ENSG00000105499,-1.812,0.09,19,48110433.0,48110633.0
1542,ENSG00000105507,0.006,-0.824,19,48043923.0,48044123.0
1544,ENSG00000105509,-0.909,-0.544,19,51719834.0,51720034.0
1546,ENSG00000105516,-2.401,-1.164,19,48636904.0,48637104.0
1548,ENSG00000105518,-1.537,-0.794,19,11346071.0,11346271.0
1550,ENSG00000105519,-2.188,-2.115,19,5913979.0,5914179.0
1552,ENSG00000105568,0.087,-0.879,19,52189944.0,52190144.0
1554,ENSG00000105618,2.345,1.411,19,54115590.0,54115790.0
